Production_Hours,Workforce_Size,Machine_Efficiency,Raw_Materials_Cost,Maintenance_Hours,Shift_Hours,Total_Production,Production Type,Production Line,Supplier,Date,Production_Volume_Per_Hour,Timestamp_Hour,Department,Equipment_Age_Category,Shift_Category,Project_Complexity,Quality_Risk_Level,Energy_Efficiency_Level,Production_Flexibility,Supply_Chain_Resilience
-0.64,0.1,0.76,1.02,0.48,0.28,-1.97, Precision Components,Line E,Advanced Materials Inc.,28/05/2023,-8.22,12,Logistics,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
0.92,1.25,0.84,0.56,1.08,0.8,2.09, Precision Components,Line E,EuroTrade Supplies,15/09/2023,1.85,7,Quality_Control,New,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.15,0.37,-0.31,-0.01,-0.09,-0.53,-0.35, Precision Components,Line E,NorthStar Manufacturing,06/08/2023,-0.24,20,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.65,0.94,0.59,0.57,0.08,0.67,0.86, Electronics,Line A,NorthStar Manufacturing,31/03/2023,0.47,19,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.46,-0.62,-0.21,-0.23,0.1,-0.12,-1.37, Industrial Equipment,Line D,Apex Industrial Solutions,08/11/2023,-4.34,15,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.37,0.48,0.52,1.25,1.64,1.2,2.57, Automotive Parts,Line B,Quantum Resource Group,18/12/2023,1.13,3,Production,New,High,Complex,Medium,High_Consumption,Moderate,High
-1.79,-1.29,-1.15,-2.12,-2.2,-2.06,-10.15, Precision Components,Line E,Industrial Innovations LLC,10/01/2023,21.79,15,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.79,0.49,0.69,0.97,1.27,0.92,4.46, Automotive Parts,Line B,Apex Industrial Solutions,28/03/2023,19.32,19,Quality_Control,New,High,Complex,Medium,High_Consumption,Moderate,High
0.93,0.33,1.35,0.6,0.57,0.44,3.94, Automotive Parts,Line B,Quantum Resource Group,07/09/2023,2.24,5,Logistics,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
0.11,-0.09,-0.22,0.1,-0.32,-0.2,-0.54, Precision Components,Line E,EuroTrade Supplies,22/11/2023,-0.29,3,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.03,-0.48,-0.61,-0.62,-0.57,-0.01,-0.33, Industrial Equipment,Line D,EuroTrade Supplies,31/05/2023,-0.58,15,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.23,-0.04,-0.24,-1.25,-0.51,-1.4,-2.21, Automotive Parts,Line B,Advanced Materials Inc.,23/04/2023,-1.71,22,Logistics,Medium,Low,Simple,Medium,Medium_Consumption,Moderate,Low
0.01,0.14,0.35,-0.17,0.58,0.04,3.35, Consumer Goods,Line C,NorthStar Manufacturing,30/01/2023,1.99,22,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.72,0.97,1.4,1.15,0.48,0.53,3.51, Automotive Parts,Line B,NorthStar Manufacturing,08/05/2023,1.63,20,Maintenance,New,Medium,Complex,High,Medium_Consumption,Flexible,High
0.82,1.05,0.42,0.77,0.62,0.87,2.95, Precision Components,Line E,Apex Industrial Solutions,19/03/2023,2.44,12,Quality_Control,Medium,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.77,0.64,1.45,0.9,0.54,0.07,1.27, Electronics,Line A,TechCore Suppliers,24/02/2023,0.36,4,Quality_Control,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-0.68,-0.45,-1.6,-1.37,-0.37,0.1,-4.39, Automotive Parts,Line B,NorthStar Manufacturing,01/11/2023,-22,14,Quality_Control,Old,Medium,Simple,Low,Medium_Consumption,Moderate,Low
0.63,1.23,0.85,0.6,0.18,-0.09,4.49, Industrial Equipment,Line D,TechCore Suppliers,03/02/2023,4.68,7,Production,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.77,0.12,0.1,-0.19,-0.26,0.23,2.96, Consumer Goods,Line C,TechCore Suppliers,15/04/2023,2.51,6,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.29,-1.63,-1.1,-1.64,-0.88,-1.17,-4.61, Consumer Goods,Line C,EuroTrade Supplies,21/06/2023,22.17,13,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.23,0.27,0.28,1.2,0.85,0.32,-1, Electronics,Line A,Advanced Materials Inc.,22/01/2023,-1.96,6,Production,Medium,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-2.65,-1.51,-3.08,-2.19,-2.11,-2.43,-9.63, Electronics,Line A,Apex Industrial Solutions,14/10/2023,4.08,21,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.33,-0.01,-0.08,-0.23,-0.22,-0.78,-4.14, Automotive Parts,Line B,Precision Parts Supply,15/04/2023,-4.68,6,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.28,0.53,1.16,0.6,0.82,1.26,6.29, Precision Components,Line E,Apex Industrial Solutions,29/05/2023,1.65,22,Production,New,High,Moderate,High,Medium_Consumption,Moderate,Medium
1.41,0.68,1.54,0.9,1.36,1.21,5.21, Industrial Equipment,Line D,TechCore Suppliers,29/09/2023,3.46,17,Production,New,High,Moderate,High,High_Consumption,Moderate,Medium
-1.17,-1.74,-1.66,-1.56,-1.77,-1.66,-6.61, Consumer Goods,Line C,Quantum Resource Group,03/10/2023,74.37,9,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.06,-0.1,0.19,-0.42,0.5,-0.08,-2.27, Electronics,Line A,Quantum Resource Group,26/10/2023,-3.43,17,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.02,-0.24,-1.34,-1.22,-0.82,-0.79,-2.42, Industrial Equipment,Line D,Advanced Materials Inc.,21/06/2023,163.97,13,Maintenance,Old,Medium,Simple,Low,Medium_Consumption,Moderate,Low
-0.65,-0.79,-0.55,-0.96,-0.95,-0.88,-6.55, Precision Components,Line E,EuroTrade Supplies,16/02/2023,-35.61,9,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-1.36,-0.43,-0.96,-0.4,0.13,-0.13,-3.79, Consumer Goods,Line C,EuroTrade Supplies,24/04/2023,15.85,6,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.44,0,-0.2,0.35,0.77,1.14,0.3, Consumer Goods,Line C,TechCore Suppliers,02/10/2023,0.31,6,Logistics,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.01,0.13,0.42,0.21,0.25,-0.21,-2.49, Precision Components,Line E,TechCore Suppliers,31/10/2023,-3.68,6,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.01,-0.16,-0.65,-0.99,-0.72,-0.7,-2.5, Consumer Goods,Line C,MegaManufacturing Resources,26/07/2023,-1.24,4,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.24,-0.32,-0.66,0.1,0.41,0.59,3.14, Precision Components,Line E,MegaManufacturing Resources,30/08/2023,4.97,0,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.1,-0.47,0.41,-0.44,0.2,0.5,4.9, Consumer Goods,Line C,TechCore Suppliers,28/10/2023,7.58,13,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.18,-0.18,0.29,0.58,0.35,0.22,1.08, Automotive Parts,Line B,NorthStar Manufacturing,15/07/2023,2.1,17,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.58,-0.35,-0.1,-0.26,-0.04,0.02,1.89, Precision Components,Line E,Apex Industrial Solutions,13/06/2023,1.8,12,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.37,-1.02,-0.06,-0.91,-0.91,-0.22,-2.41, Industrial Equipment,Line D,NorthStar Manufacturing,25/06/2023,-6.47,7,Maintenance,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.72,-1.18,-0.3,-0.75,-0.5,-0.45,-2.29, Automotive Parts,Line B,EuroTrade Supplies,09/12/2023,-14.04,7,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
0.54,-0.22,-0.36,0.26,-0.56,0.18,-0.72, Industrial Equipment,Line D,Precision Parts Supply,28/09/2023,-0.88,9,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.01,0.79,-0.39,0.37,0.31,-0.33,0.92, Consumer Goods,Line C,Apex Industrial Solutions,20/04/2023,1.64,16,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.59,1,1.55,1.8,2.12,1.98,8.45, Industrial Equipment,Line D,NorthStar Manufacturing,21/06/2023,5.83,5,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-2.88,-3.08,-2.6,-3.02,-2.89,-2.86,-15.28, Automotive Parts,Line B,NorthStar Manufacturing,18/12/2023,13.04,14,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.78,0.83,0.46,0.54,0.47,-0.79,1.69, Precision Components,Line E,GlobalTech Components,21/07/2023,1.52,14,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-3.01,-2.04,-2.32,-2.69,-2.47,-2.6,-12.57, Electronics,Line A,Apex Industrial Solutions,17/06/2023,10.63,15,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
2.58,2.42,1.87,2.33,2.47,1.97,12.66, Industrial Equipment,Line D,Precision Parts Supply,12/04/2023,6.02,7,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.03,0.42,-0.52,-0.42,0.34,-0.03,-2.1, Electronics,Line A,Advanced Materials Inc.,27/03/2023,-2.44,18,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.17,0.52,-0.06,0.14,0.13,0.04,0.38, Industrial Equipment,Line D,Advanced Materials Inc.,22/05/2023,0.41,19,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.37,0.97,0.84,1.59,1,0.4,8.47, Industrial Equipment,Line D,NorthStar Manufacturing,03/12/2023,5.72,14,Logistics,New,Medium,Complex,Medium,Medium_Consumption,Flexible,High
1.12,0.74,1.35,0.92,1.94,0.8,7.72, Precision Components,Line E,TechCore Suppliers,01/08/2023,2.55,2,Maintenance,New,High,Moderate,High,High_Consumption,Moderate,Medium
-1.14,-0.97,0.27,-0.49,-0.39,-1.34,-0.92, Consumer Goods,Line C,Precision Parts Supply,20/02/2023,7.26,5,Quality_Control,Medium,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.27,-0.54,0.02,-0.42,0.44,-0.61,-1.09, Automotive Parts,Line B,Precision Parts Supply,22/04/2023,-2.54,7,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
2,1.71,2.16,2.26,1.77,2.53,10.85, Automotive Parts,Line B,EuroTrade Supplies,28/09/2023,6.14,15,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-0.05,-0.27,0.18,0.35,0.98,0.66,3.34, Automotive Parts,Line B,Quantum Resource Group,06/03/2023,5.62,14,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.53,0.61,0.48,0.36,0.8,0.88,5.81, Consumer Goods,Line C,GlobalTech Components,10/12/2023,5.69,12,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.24,-1.37,-1.85,-1.04,-0.81,-0.81,-9.35, Electronics,Line A,EuroTrade Supplies,02/07/2023,35.06,19,Logistics,Old,Medium,Moderate,Low,Medium_Consumption,Rigid,Medium
2.85,1.99,2.39,2.79,1.97,1.45,8.7, Automotive Parts,Line B,Precision Parts Supply,28/11/2023,3.62,14,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
0.88,0.27,-0.01,0.82,0.9,1.27,5.76, Electronics,Line A,Industrial Innovations LLC,10/01/2023,4.91,17,Maintenance,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.55,1.19,1.05,1.99,1.74,1.27,5.91, Consumer Goods,Line C,TechCore Suppliers,22/08/2023,5.72,12,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.82,-0.6,0.22,0.08,-0.37,-0.35,-1.34, Consumer Goods,Line C,Precision Parts Supply,25/10/2023,-0.37,23,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.23,-0.05,1.43,0.37,0.79,1.23,1.95, Precision Components,Line E,GlobalTech Components,01/09/2023,1.49,7,Production,New,High,Moderate,High,Medium_Consumption,Moderate,Medium
-0.79,-0.28,-0.13,-0.57,-0.32,-0.75,-3.34, Automotive Parts,Line B,Precision Parts Supply,17/12/2023,-21.76,13,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.27,-1.44,-0.26,-0.71,-0.64,-0.17,-6.13, Precision Components,Line E,Apex Industrial Solutions,24/09/2023,46.16,10,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.1,-0.89,-0.94,-0.8,-0.69,-0.15,0.81, Automotive Parts,Line B,Apex Industrial Solutions,28/04/2023,0.99,5,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.63,-1.16,-1.15,-1.81,-0.77,-1.06,-5.47, Consumer Goods,Line C,MegaManufacturing Resources,24/05/2023,-7.44,23,Quality_Control,Old,Medium,Simple,Low,Medium_Consumption,Rigid,Low
-1.31,-1.96,-0.94,-1.23,-2.32,-1.59,-7.76, Consumer Goods,Line C,GlobalTech Components,20/07/2023,29.59,0,Production,Old,Low,Simple,Medium,Low_Consumption,Rigid,Low
1.74,0.9,1.47,1.29,0.86,1.14,7.17, Industrial Equipment,Line D,NorthStar Manufacturing,27/08/2023,2.09,1,Logistics,New,High,Complex,High,Medium_Consumption,Flexible,High
1.5,0.31,0.28,0.32,0.38,0.59,4.52, Industrial Equipment,Line D,Quantum Resource Group,30/11/2023,2.71,12,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.66,1.08,0.67,0.83,0.38,0.38,4.97, Consumer Goods,Line C,NorthStar Manufacturing,03/09/2023,3.59,0,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.81,1.54,-0.04,-0.09,0.2,0.11,3.93, Consumer Goods,Line C,Quantum Resource Group,12/12/2023,1.09,23,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-1.6,-0.81,-1.12,-1.42,-1.34,-1.37,-7.45, Electronics,Line A,Quantum Resource Group,08/01/2023,6.23,23,Logistics,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
-0.61,-1.48,-0.32,-1.15,-0.89,-1,-4.98, Electronics,Line A,Quantum Resource Group,01/06/2023,-7.67,3,Production,Medium,Medium,Simple,Medium,Low_Consumption,Rigid,Low
-1.41,-1.34,-1.74,-1.09,-1.78,-1.89,-6.26, Precision Components,Line E,Advanced Materials Inc.,30/07/2023,7.69,23,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-1.84,-1.89,-1.4,-1.73,-1.86,-2.43,-10.12, Industrial Equipment,Line D,Quantum Resource Group,07/06/2023,7.26,22,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.65,-0.43,-0.43,-0.08,-0.24,-0.61,-2.03, Industrial Equipment,Line D,Precision Parts Supply,27/02/2023,-4.66,1,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.72,-1.01,-0.17,-1.13,-0.78,-1.01,-3.24, Consumer Goods,Line C,Industrial Innovations LLC,27/03/2023,-9.14,20,Quality_Control,Medium,Medium,Simple,Medium,Medium_Consumption,Moderate,Low
